year,season,crop,region,district,irrigation,land_area_ha,fertilizer_kg,rainfall_mm,farmer_experience_yrs,yield_t_ha,production_kg,price_rs_per_kg,total_revenue_rs
2019,Maha,Cabbage,Up country,Badulla,Rainfed,0.237,44.8,152.1,17,18.201,4467.4,85.78,383213.57
2020,Yala,Luffa,Low country,Ratnapura,Irrigated,0.635,87.9,107.6,0,11.801,7339.7,94.68,694922.8
2016,Yala,Brinjal,Low country,Ratnapura,Rainfed,0.339,32.5,181.2,0,10.568,3470.0,56.41,195742.7
2021,Maha,Beetroot,Up country,Badulla,Irrigated,0.491,24.3,233.6,0,12.905,6508.5,88.81,578019.88
2021,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.917,166.4,124.6,5,22.47,20082.5,55.84,1121406.8
2022,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.441,62.5,128.4,10,10.918,5031.9,75.65,380663.24
2017,Yala,Beetroot,Up country,Badulla,Irrigated,0.493,58.1,82.7,13,22.227,11427.9,50.79,580423.04
2018,Yala,Capsicum,Low country,Kurunegala,Irrigated,1.372,188.1,166.3,20,8.505,12113.3,114.69,1389274.38
2019,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.63,58.4,10.0,34,16.118,10067.2,32.37,325875.26
2022,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.139,16.6,76.4,7,33.478,4744.3,96.91,459770.11
2022,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,0.167,27.7,222.5,13,16.747,2682.8,84.39,226401.49
2018,Maha,Carrot,Up country,Kandy,Rainfed,0.368,66.8,42.4,0,16.117,6271.8,108.95,683312.61
2024,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,1.374,225.3,138.2,10,12.551,16601.1,125.64,2085762.2
2016,Maha,Bitter gourd,Low country,Kalutara,Rainfed,0.124,22.8,120.2,18,12.182,1537.1,143.05,219882.16
2021,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.421,61.9,186.4,0,28.348,12175.1,95.04,1157121.5
2022,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,0.472,68.2,174.5,8,14.971,6967.1,70.22,489229.76
2020,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.706,128.8,120.0,3,12.824,9030.7,130.21,1175887.45
2020,Maha,Ash plantain,Low country,Kalutara,Rainfed,0.719,121.3,116.6,8,14.778,10388.0,63.1,655482.8
2016,Yala,Luffa,Low country,Ratnapura,Irrigated,0.387,63.1,100.6,15,8.455,3478.6,72.37,251746.28
2024,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,2.972,357.8,167.1,0,15.128,43430.5,92.58,4020795.69
2019,Yala,Cucumber,Low country,Ratnapura,Rainfed,0.143,14.7,181.2,16,10.648,1498.8,66.11,99085.67
2024,Maha,Radish,Up country,Badulla,Rainfed,0.197,20.0,173.5,10,16.557,3258.6,81.45,265412.97
2016,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.418,76.6,157.9,3,18.802,8133.2,55.1,448139.32
2018,Yala,Capsicum,Low country,Kalutara,Rainfed,0.339,53.3,147.4,6,7.631,2638.3,179.91,474656.55
2021,Yala,Red pumpkin,Low country,Ratnapura,Rainfed,0.208,42.9,103.0,10,15.273,3166.1,86.6,274184.26
2023,Yala,Cabbage,Up country,Kandy,Rainfed,0.44,85.3,25.5,22,17.606,7540.7,100.53,758066.57
2018,Yala,Bean (green),Up country,Kandy,Irrigated,1.685,209.2,158.1,6,14.828,25091.4,78.89,1979460.55
2023,Yala,Ash plantain,Low country,Kalutara,Irrigated,0.185,29.6,52.8,17,10.609,1920.5,103.38,198541.29
2019,Yala,Ash plantain,Low country,Ratnapura,Rainfed,1.475,305.4,137.5,14,13.049,19574.0,37.56,735199.44
2023,Yala,Capsicum,Low country,Ratnapura,Irrigated,0.318,40.1,105.4,4,10.889,3601.5,226.8,816820.2
2019,Yala,Tomato,Up country,Badulla,Irrigated,0.612,132.5,169.1,0,23.094,13517.2,84.61,1143690.29
2022,Yala,Beetroot,Up country,Kandy,Irrigated,0.197,19.6,166.1,0,24.436,4685.3,97.9,458690.87
2018,Maha,Leeks,Up country,Kandy,Irrigated,0.304,36.4,115.2,7,25.847,7850.2,91.93,721668.89
2023,Maha,Ladies fingers,Low country,Kurunegala,Irrigated,0.202,22.0,140.3,12,8.696,1870.5,117.44,219671.52
2016,Yala,Leeks,Up country,Kandy,Irrigated,0.572,122.0,229.9,30,36.281,21297.6,54.49,1160506.22
2017,Yala,Ash plantain,Low country,Kalutara,Rainfed,0.693,85.0,180.8,10,10.292,7248.4,45.99,333353.92
2019,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.475,77.7,156.0,13,20.388,9563.6,53.87,515191.13
2019,Maha,Cabbage,Up country,Badulla,Irrigated,1.654,165.6,42.0,9,18.515,29942.7,53.56,1603731.01
2018,Maha,Carrot,Up country,Badulla,Irrigated,0.63,104.4,175.4,1,23.107,15163.5,84.24,1277373.24
2016,Maha,Bitter gourd,Low country,Kurunegala,Rainfed,0.26,45.8,166.8,20,8.964,2308.4,115.27,266089.27
2017,Yala,Beetroot,Up country,Badulla,Rainfed,0.267,48.9,157.1,1,21.74,6135.1,74.31,455899.28
2018,Maha,Beetroot,Up country,Badulla,Rainfed,0.122,21.5,211.3,11,10.174,1239.8,126.15,156400.77
2024,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.862,164.3,84.5,4,16.032,13706.2,76.84,1053184.41
2023,Yala,Ladies fingers,Low country,Kalutara,Irrigated,1.12,154.6,96.9,17,8.658,9514.9,75.6,719326.44
2023,Yala,Capsicum,Low country,Ratnapura,Rainfed,2.013,340.2,170.5,15,4.415,9355.8,193.36,1809037.49
2022,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.638,132.2,255.9,14,14.211,9248.5,52.99,490078.02
2020,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.524,83.7,180.8,5,9.187,4922.8,68.03,334898.08
2019,Yala,Carrot,Up country,Kandy,Rainfed,0.372,76.5,177.0,10,19.639,6838.4,139.06,950947.9
2023,Yala,Knol-khol,Up country,Kandy,Rainfed,0.423,66.0,95.9,4,10.107,4426.7,82.76,366353.69
2023,Yala,Luffa,Low country,Gampaha,Irrigated,0.115,12.6,86.2,20,13.485,1535.7,169.05,259610.09
2021,Maha,Beetroot,Up country,Badulla,Rainfed,0.52,107.4,76.7,10,10.238,5508.0,91.14,501999.12
2023,Maha,Ash pumpkin,Low country,Ratnapura,Rainfed,0.224,40.6,74.2,16,16.652,3844.3,77.34,297318.16
2020,Yala,Cucumber,Low country,Gampaha,Irrigated,0.125,17.1,159.3,7,16.203,1970.7,59.75,117749.32
2021,Maha,Red pumpkin,Low country,Ratnapura,Irrigated,0.109,5.6,211.7,16,16.712,1768.5,97.26,172004.31
2018,Yala,Radish,Up country,Kandy,Rainfed,0.47,96.8,143.8,23,16.511,7864.9,34.01,267485.25
2021,Yala,Bitter gourd,Low country,Kurunegala,Rainfed,1.404,206.0,136.4,0,12.195,18250.8,108.93,1988059.64
2019,Yala,Ash pumpkin,Low country,Gampaha,Rainfed,0.17,18.6,243.0,0,16.778,3049.7,59.16,180420.25
2016,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.276,42.7,219.8,14,10.467,2850.5,120.79,344311.9
2020,Yala,Knol-khol,Up country,Kandy,Irrigated,0.693,89.2,103.4,15,14.045,10006.0,60.34,603762.04
2021,Yala,Capsicum,Low country,Ratnapura,Irrigated,0.182,34.3,181.0,7,10.522,1931.7,223.0,430769.1
2024,Maha,Carrot,Up country,Nuwara Eliya,Rainfed,0.232,27.7,245.8,24,22.987,5684.4,177.05,1006423.02
2018,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.389,59.4,107.4,3,13.223,4779.6,38.79,185400.68
2016,Maha,Bean (green),Up country,Badulla,Rainfed,0.584,105.2,161.2,14,9.657,5441.4,93.38,508117.93
2021,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.834,167.0,218.3,7,18.143,15309.5,45.32,693826.54
2017,Yala,Luffa,Low country,Kurunegala,Irrigated,1.217,156.7,149.3,1,10.634,12706.9,56.92,723276.75
2017,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.169,22.6,94.7,4,36.075,6007.4,77.24,464011.58
2022,Maha,Brinjal,Low country,Kurunegala,Irrigated,2.271,316.4,128.5,11,12.303,27413.4,62.91,1724576.99
2017,Yala,Bitter gourd,Low country,Ratnapura,Irrigated,0.69,131.1,169.4,10,14.982,10255.5,80.38,824337.09
2023,Yala,Tomato,Up country,Badulla,Irrigated,0.39,86.3,113.8,17,20.815,8314.0,123.64,1027942.96
2023,Yala,Bitter gourd,Low country,Ratnapura,Irrigated,0.194,25.4,193.8,4,13.67,2595.9,185.05,480371.3
2017,Yala,Knol-khol,Up country,Kandy,Rainfed,1.982,380.2,113.4,13,15.19,28449.6,35.36,1005977.86
2024,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.447,93.0,168.8,3,25.19,10769.9,113.48,1222168.25
2022,Maha,Luffa,Low country,Kalutara,Irrigated,0.171,22.5,254.9,0,13.015,2169.6,131.99,286365.5
2017,Yala,Snake gourd,Low country,Kurunegala,Rainfed,0.225,28.2,122.5,14,14.605,3312.8,75.54,250248.91
2016,Yala,Luffa,Low country,Ratnapura,Rainfed,0.341,72.3,45.9,9,12.182,4392.9,64.0,281145.6
2017,Yala,Radish,Up country,Nuwara Eliya,Rainfed,1.548,185.8,138.3,10,19.272,29691.6,25.73,763964.87
2023,Yala,Leeks,Up country,Badulla,Irrigated,0.122,13.0,77.3,4,23.919,2935.4,159.06,466904.72
2018,Maha,Knol-khol,Up country,Badulla,Irrigated,0.682,124.3,140.7,20,10.804,7244.5,49.96,361935.22
2016,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.162,23.5,71.3,0,15.962,2521.2,55.93,141010.72
2020,Yala,Beetroot,Up country,Kandy,Irrigated,0.343,32.8,128.7,14,16.209,5646.3,80.1,452268.63
2024,Yala,Brinjal,Low country,Ratnapura,Rainfed,0.792,108.3,112.9,22,11.073,9061.8,83.99,761100.58
2022,Yala,Cucumber,Low country,Kalutara,Rainfed,0.89,113.5,175.2,11,12.309,11215.5,44.91,503688.1
2024,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.816,135.8,166.7,15,15.451,12771.0,78.54,1003034.34
2016,Yala,Bean (green),Up country,Kandy,Irrigated,0.188,40.0,155.2,20,18.075,3175.8,114.0,362041.2
2017,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,0.146,25.8,146.1,7,11.992,1742.2,70.62,123034.16
2021,Maha,Ladies fingers,Low country,Ratnapura,Rainfed,0.094,18.5,78.8,17,5.186,476.0,124.73,59371.48
2018,Maha,Radish,Up country,Kandy,Irrigated,0.774,128.4,215.7,7,10.794,8361.9,33.35,278869.36
2020,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.385,51.0,189.9,20,12.114,4691.9,69.26,324960.99
2017,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.205,37.2,219.2,20,8.286,1765.8,178.74,315619.09
2024,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.359,75.5,164.6,11,12.312,4441.8,87.77,389856.79
2024,Yala,Brinjal,Low country,Gampaha,Rainfed,0.209,38.9,173.3,16,8.764,1800.8,148.4,267238.72
2016,Maha,Carrot,Up country,Kandy,Rainfed,0.81,128.1,116.8,11,15.965,12467.5,77.51,966355.92
2020,Maha,Carrot,Up country,Badulla,Irrigated,0.616,72.3,53.9,11,31.447,20305.1,96.37,1956802.49
2023,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,0.061,10.9,160.2,15,15.446,893.6,272.05,243103.88
2022,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,0.365,36.6,109.7,4,20.384,7756.9,93.63,726278.55
2023,Yala,Red pumpkin,Low country,Gampaha,Rainfed,0.663,136.3,238.0,24,17.294,11085.4,71.96,797705.38
2021,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.178,23.2,147.7,11,14.417,2665.8,83.83,223474.01
2019,Maha,Capsicum,Low country,Ratnapura,Rainfed,0.452,52.7,203.8,14,8.672,3992.6,183.58,732961.51
2020,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.915,118.7,117.8,3,13.053,11953.9,54.25,648499.07
2020,Maha,Capsicum,Low country,Gampaha,Irrigated,0.121,22.2,143.9,7,9.55,1152.6,247.12,284830.51
2023,Yala,Tomato,Up country,Badulla,Irrigated,0.828,49.5,111.9,22,27.703,23240.3,100.76,2341692.63
2022,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.153,24.3,151.0,12,9.457,1510.9,278.75,421163.38
2024,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.184,13.5,114.9,19,17.57,3390.3,169.95,576181.48
2016,Yala,Bean (green),Up country,Badulla,Irrigated,0.428,54.2,296.1,10,11.287,4820.3,99.85,481306.96
2016,Yala,Capsicum,Low country,Gampaha,Irrigated,0.119,13.9,169.0,5,9.536,1085.6,212.64,230841.98
2018,Yala,Red pumpkin,Low country,Kalutara,Irrigated,0.137,21.3,168.7,25,14.402,1947.6,81.84,159391.58
2024,Yala,Knol-khol,Up country,Kandy,Irrigated,1.048,148.4,26.7,16,15.57,16628.4,68.76,1143368.78
2020,Yala,Bitter gourd,Low country,Ratnapura,Irrigated,0.269,41.3,156.9,12,13.674,3710.8,148.57,551313.56
2022,Maha,Capsicum,Low country,Kurunegala,Irrigated,0.231,19.7,151.5,15,8.886,2013.9,236.36,476005.4
2020,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,1.172,264.0,80.3,17,18.299,21380.0,66.06,1412362.8
2018,Yala,Radish,Up country,Badulla,Rainfed,0.639,87.5,131.9,8,15.88,9971.3,38.44,383296.77
2022,Maha,Tomato,Up country,Kandy,Rainfed,0.11,15.9,162.6,7,13.124,1420.3,179.33,254702.4
2023,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.077,13.1,183.0,11,32.58,2566.6,143.32,367845.11
2024,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.377,45.7,133.7,13,11.296,4305.3,93.88,404181.56
2024,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.143,19.4,224.2,11,10.153,1479.1,288.85,427238.04
2021,Maha,Luffa,Low country,Gampaha,Rainfed,0.165,28.4,66.7,27,10.846,1802.8,150.61,271519.71
2016,Maha,Brinjal,Low country,Kalutara,Rainfed,0.065,6.0,151.5,4,11.53,739.3,102.71,75933.5
2018,Yala,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.172,23.8,116.8,5,17.174,2940.9,74.67,219597.0
2019,Yala,Snake gourd,Low country,Kurunegala,Rainfed,0.082,11.9,220.2,5,11.134,909.7,122.67,111592.9
2020,Maha,Bitter gourd,Low country,Gampaha,Rainfed,0.303,43.5,121.7,24,10.64,3298.4,172.74,569765.62
2018,Yala,Knol-khol,Up country,Kandy,Irrigated,0.877,143.4,146.6,21,15.32,13481.1,45.78,617164.76
2022,Maha,Luffa,Low country,Kalutara,Rainfed,0.409,76.4,187.9,27,11.396,4805.6,90.53,435050.97
2019,Maha,Cabbage,Up country,Badulla,Irrigated,0.308,48.4,64.7,16,23.018,6882.4,70.83,487480.39
2022,Maha,Tomato,Up country,Kandy,Rainfed,0.24,28.2,90.5,12,11.273,2774.9,139.88,388153.01
2022,Yala,Carrot,Up country,Kandy,Irrigated,0.32,38.6,172.9,7,31.49,9786.1,136.08,1331692.49
2021,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.152,32.5,169.5,9,24.928,3835.1,63.51,243567.2
2022,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.349,32.7,146.6,0,12.949,4378.2,56.46,247193.17
2023,Yala,Cucumber,Low country,Gampaha,Irrigated,0.193,28.1,147.7,22,12.736,2587.7,74.54,192887.16
2020,Yala,Cabbage,Up country,Kandy,Irrigated,0.572,115.7,176.2,0,22.25,13281.3,67.11,891308.04
2019,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.159,25.3,88.9,0,15.288,2462.5,82.17,202343.62
2019,Maha,Tomato,Up country,Kandy,Rainfed,0.542,123.8,196.2,10,10.668,6039.2,98.49,594800.81
2018,Maha,Beetroot,Up country,Kandy,Rainfed,1.236,201.2,83.3,9,9.753,11922.8,53.44,637154.43
2016,Maha,Luffa,Low country,Kurunegala,Irrigated,0.319,53.3,206.3,18,14.608,4797.4,68.97,330876.68
2019,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.205,25.0,221.5,0,15.415,3211.8,72.29,232181.02
2017,Maha,Leeks,Up country,Badulla,Irrigated,0.158,19.8,117.7,11,22.597,3576.8,97.63,349202.98
2024,Yala,Tomato,Up country,Badulla,Irrigated,0.482,97.8,36.7,10,20.988,10224.1,118.15,1207977.42
2016,Maha,Cabbage,Up country,Kandy,Rainfed,0.153,28.3,177.5,11,19.147,2783.0,82.89,230682.87
2021,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.121,15.8,188.6,20,11.054,1337.7,193.35,258644.3
2019,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.409,59.0,163.9,0,11.068,4348.6,64.31,279658.47
2021,Maha,Tomato,Up country,Kandy,Irrigated,0.254,46.4,123.4,8,14.186,3590.1,124.67,447577.77
2022,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.12,16.5,235.6,9,21.641,2664.5,153.5,409000.75
2018,Yala,Beetroot,Up country,Badulla,Rainfed,0.2,18.4,151.8,2,17.551,3505.3,89.28,312953.18
2016,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.566,102.8,116.2,18,15.107,8459.8,27.86,235690.03
2017,Yala,Cucumber,Low country,Kalutara,Rainfed,0.27,29.2,229.5,8,8.738,2451.6,51.29,125742.56
2018,Yala,Snake gourd,Low country,Kalutara,Irrigated,1.905,322.0,211.7,1,11.652,23092.3,44.7,1032225.81
2022,Yala,Tomato,Up country,Badulla,Irrigated,0.486,89.9,238.2,2,20.728,10297.2,101.8,1048254.96
2024,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.116,17.5,113.0,6,10.729,1323.5,169.95,224928.82
2018,Yala,Snake gourd,Low country,Gampaha,Irrigated,1.964,208.9,97.6,1,17.631,34372.1,37.19,1278298.4
2018,Maha,Capsicum,Low country,Gampaha,Rainfed,0.45,63.6,204.1,6,6.056,2751.0,190.65,524478.15
2022,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.733,130.4,147.8,5,19.903,14745.1,143.75,2119608.12
2019,Maha,Capsicum,Low country,Ratnapura,Irrigated,0.711,84.2,172.7,9,11.571,8104.1,161.16,1306056.76
2018,Maha,Carrot,Up country,Badulla,Rainfed,0.193,38.0,95.3,14,20.706,3735.9,137.6,514059.84
2023,Maha,Radish,Up country,Kandy,Rainfed,0.239,40.1,149.9,0,12.977,3118.6,78.64,245246.7
2016,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,0.673,54.2,109.5,21,9.753,6803.0,87.29,593833.87
2021,Maha,Bean (green),Up country,Badulla,Irrigated,0.573,107.2,177.6,16,17.051,9864.9,116.0,1144328.4
2016,Maha,Tomato,Up country,Kandy,Irrigated,0.167,25.7,183.3,13,11.28,1865.2,98.4,183535.68
2021,Maha,Red pumpkin,Low country,Gampaha,Rainfed,0.377,48.5,116.3,9,10.388,3826.9,77.83,297847.63
2019,Yala,Brinjal,Low country,Gampaha,Rainfed,1.009,131.7,199.6,6,14.301,14662.1,50.02,733398.24
2022,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.565,96.7,224.8,12,9.913,5813.7,204.84,1190878.31
2020,Yala,Ladies fingers,Low country,Kalutara,Rainfed,0.428,70.9,66.9,0,7.522,3062.1,78.66,240864.79
2016,Yala,Snake gourd,Low country,Gampaha,Irrigated,0.05,8.3,233.6,16,12.648,620.4,92.09,57132.64
2024,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.565,96.8,61.1,3,10.649,5875.6,91.33,536618.55
2016,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.882,104.1,113.8,0,12.715,11389.5,41.93,477561.74
2020,Yala,Cabbage,Up country,Kandy,Irrigated,0.875,97.8,131.0,15,21.414,18231.1,67.78,1235703.96
2021,Yala,Ladies fingers,Low country,Ratnapura,Irrigated,0.208,16.1,151.1,2,8.714,1809.4,89.18,161362.29
2022,Yala,Ash plantain,Low country,Gampaha,Rainfed,0.464,78.3,144.0,13,9.255,4371.3,80.41,351496.23
2019,Yala,Carrot,Up country,Kandy,Irrigated,0.765,107.6,76.8,23,26.311,20422.2,94.35,1926834.57
2024,Maha,Ladies fingers,Low country,Kalutara,Irrigated,0.155,27.3,155.9,2,5.017,798.4,170.17,135863.73
2018,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.499,87.4,78.8,23,26.557,13720.1,68.15,935024.82
2017,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,1.411,273.4,157.2,2,26.664,37073.5,50.46,1870728.81
2024,Yala,Beetroot,Up country,Nuwara Eliya,Irrigated,0.255,16.4,318.0,13,22.605,6069.3,122.49,743428.56
2018,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.47,41.3,176.5,9,9.815,4774.1,47.61,227294.9
2022,Yala,Cucumber,Low country,Kalutara,Rainfed,0.174,27.2,164.1,11,9.867,1719.1,75.06,129035.65
2019,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.28,55.8,227.3,17,11.716,3392.1,70.38,238736.0
2022,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.08,11.6,189.9,0,16.325,1339.1,256.75,343813.92
2024,Maha,Tomato,Up country,Nuwara Eliya,Rainfed,1.349,179.4,64.0,32,9.375,12777.8,123.05,1572308.29
2020,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.357,80.1,124.1,15,26.736,9523.7,109.86,1046273.68
2018,Yala,Snake gourd,Low country,Ratnapura,Irrigated,0.332,64.2,203.8,11,9.078,2992.0,79.53,237953.76
2016,Maha,Tomato,Up country,Badulla,Irrigated,0.286,49.9,125.1,11,14.213,4102.6,80.42,329931.09
2019,Yala,Bitter gourd,Low country,Ratnapura,Rainfed,0.178,19.2,169.9,3,10.812,2027.7,177.93,360788.66
2016,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.405,55.8,144.1,14,13.926,5786.2,61.41,355330.54
2023,Maha,Tomato,Up country,Badulla,Irrigated,0.578,48.1,255.8,0,12.122,6706.0,107.62,721699.72
2019,Yala,Beetroot,Up country,Badulla,Irrigated,0.078,10.6,33.4,1,26.397,2101.2,94.11,197743.93
2018,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.1,13.3,167.6,7,10.844,1099.7,167.89,184628.63
2018,Maha,Cabbage,Up country,Badulla,Irrigated,0.546,83.2,121.2,19,28.546,15501.7,60.49,937697.83
2021,Yala,Ash plantain,Low country,Ratnapura,Irrigated,0.931,169.5,246.7,7,11.463,11427.7,48.79,557557.48
2017,Yala,Cucumber,Low country,Ratnapura,Irrigated,1.851,343.4,116.4,20,14.2,25569.2,24.84,635138.93
2020,Maha,Cabbage,Up country,Kandy,Rainfed,0.703,81.6,200.3,3,18.082,12568.2,65.67,825353.69
2020,Yala,Radish,Up country,Badulla,Irrigated,0.404,41.2,127.5,6,23.371,8848.9,43.24,382626.44
2023,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,0.452,63.0,176.7,5,10.458,4796.5,90.48,433987.32
2022,Maha,Capsicum,Low country,Kurunegala,Rainfed,1.1,85.5,69.3,10,8.027,8714.5,174.97,1524776.06
2023,Maha,Red pumpkin,Low country,Kurunegala,Irrigated,0.243,44.3,224.5,8,14.63,3627.3,78.97,286447.88
2021,Maha,Radish,Up country,Kandy,Rainfed,0.399,81.5,124.4,17,9.22,3636.2,74.9,272351.38
2022,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.202,29.4,285.3,21,16.587,3402.7,72.67,247274.21
2018,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.72,93.7,138.3,0,11.307,8106.1,63.0,510684.3
2021,Yala,Leeks,Up country,Badulla,Irrigated,0.067,13.3,213.0,1,31.89,2104.5,145.76,306751.92
2017,Yala,Knol-khol,Up country,Badulla,Irrigated,0.137,26.2,180.8,18,12.647,1742.3,74.96,130602.81
2019,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,0.292,48.3,134.1,0,8.02,2210.1,142.97,315978.0
2020,Yala,Ash plantain,Low country,Kalutara,Irrigated,1.009,93.4,227.3,15,11.529,11159.2,52.08,581171.14
2016,Yala,Cucumber,Low country,Kalutara,Rainfed,0.175,30.3,124.5,13,11.773,1990.3,49.68,98878.1
2016,Yala,Red pumpkin,Low country,Kurunegala,Irrigated,0.21,40.1,113.0,17,18.32,3898.0,52.78,205736.44
2016,Maha,Carrot,Up country,Badulla,Rainfed,1.204,163.7,99.2,31,19.489,22229.9,69.43,1543421.96
2020,Yala,Cabbage,Up country,Kandy,Rainfed,0.123,7.2,116.0,20,22.906,2834.5,114.68,325060.46
2022,Maha,Tomato,Up country,Kandy,Irrigated,1.063,72.4,201.0,8,18.793,19970.9,94.33,1883855.0
2023,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.275,55.8,145.6,11,14.407,3852.3,95.0,365968.5
2023,Maha,Leeks,Up country,Badulla,Rainfed,0.153,32.1,132.0,6,19.02,2924.4,157.06,459306.26
2016,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.311,51.7,214.6,20,22.347,7138.8,104.97,749359.84
2019,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.177,17.9,79.1,19,20.286,3546.5,58.04,205838.86
2024,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.48,67.4,181.7,17,21.675,10868.9,50.15,545075.34
2019,Maha,Red pumpkin,Low country,Ratnapura,Irrigated,0.962,190.3,47.7,8,15.989,15499.9,49.19,762440.08
2020,Yala,Knol-khol,Up country,Badulla,Rainfed,0.444,60.0,51.5,12,8.444,3768.7,69.84,263206.01
2019,Yala,Bean (green),Up country,Kandy,Irrigated,0.189,30.1,145.8,3,9.459,1833.8,153.05,280663.09
2023,Yala,Brinjal,Low country,Gampaha,Irrigated,0.284,32.3,125.2,18,8.263,2314.7,139.35,322553.44
2016,Maha,Cucumber,Low country,Kalutara,Irrigated,0.323,65.1,174.6,20,10.658,3339.0,37.67,125780.13
2020,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.496,70.7,148.1,28,29.886,14660.5,37.16,544784.18
2021,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.509,97.3,151.3,19,27.448,13614.8,95.49,1300077.25
2020,Yala,Luffa,Low country,Gampaha,Rainfed,4.483,950.6,72.3,5,8.468,37639.8,62.61,2356627.88
2021,Yala,Capsicum,Low country,Ratnapura,Rainfed,0.909,157.6,165.5,6,5.309,4627.0,197.41,913416.07
2020,Yala,Ash pumpkin,Low country,Gampaha,Irrigated,0.217,35.5,276.9,13,12.266,2634.9,71.88,189396.61
2018,Maha,Tomato,Up country,Kandy,Irrigated,0.264,45.4,170.8,24,19.102,5071.5,78.98,400547.07
2024,Maha,Ladies fingers,Low country,Kurunegala,Irrigated,0.85,139.6,100.8,22,9.595,8331.5,85.54,712676.51
2016,Yala,Beetroot,Up country,Kandy,Irrigated,0.534,94.1,10.0,13,18.312,9893.5,54.25,536722.38
2019,Maha,Ladies fingers,Low country,Ratnapura,Irrigated,0.318,56.6,220.1,6,6.642,2181.5,64.26,140183.19
2017,Yala,Capsicum,Low country,Kalutara,Rainfed,0.447,51.6,95.0,6,10.069,4466.8,136.49,609673.53
